Key,Title,Side Effects,% of Side Effects, Labels,% of Labels,ParentKey,Url
C10AB591,"Bezafibrate",51,0.87,1,0.0,nd590,http://sideeffects.embl.de/drugs/39042
C10AB592,"Fenofibrate",193,3.28,88,0.29,nd590,http://sideeffects.embl.de/drugs/3339
C10AB593,"Gemfibrozil",97,1.65,83,0.27,nd590,http://sideeffects.embl.de/drugs/3463
nd594,"C10AC - Bile acid sequestrants",127,2.16,27,0.09,nd580,
C10AC595,"Colesevelam",48,0.82,13,0.04,nd594,http://sideeffects.embl.de/drugs/160051
C10AC596,"Colestipol",45,0.77,7,0.02,nd594,http://sideeffects.embl.de/drugs/62816
C10AC597,"Colestyramine",82,1.39,7,0.02,nd594,http://sideeffects.embl.de/drugs/70695640
nd598,"C10AD - Nicotinic acid and derivatives",159,2.7,24,0.08,nd580,
C10AD599,"Acipimox",20,0.34,1,0.0,nd598,http://sideeffects.embl.de/drugs/5310993
C10AD600,"Niacin",152,2.59,23,0.08,nd598,http://sideeffects.embl.de/drugs/937
nd601,"C10AX - Other lipid modifying agents",150,2.55,333,1.1,nd580,
C10AX602,"Ezetimibe",112,1.9,16,0.05,nd601,http://sideeffects.embl.de/drugs/150311
C10AX603,"Thyroxine",57,0.97,317,1.05,nd601,http://sideeffects.embl.de/drugs/853
nd604,"D - DERMATOLOGICALS",1600,27.21,3008,9.94,null,
nd605,"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE",374,6.36,420,1.39,nd604,
nd606,"D01A - ANTIFUNGALS FOR TOPICAL USE",374,6.36,420,1.39,nd605,
nd607,"D01AA - Antibiotics",54,0.92,68,0.22,nd606,
D01AA608,"Griseofulvin",29,0.49,14,0.05,nd607,http://sideeffects.embl.de/drugs/3512
D01AA609,"Natamycin",12,0.2,2,0.01,nd607,http://sideeffects.embl.de/drugs/441382
D01AA610,"Nystatin",21,0.36,52,0.17,nd607,http://sideeffects.embl.de/drugs/4568
nd611,"D01AC - Imidazole and triazole derivatives",255,4.34,223,0.74,nd606,
D01AC612,"Clotrimazole",21,0.36,21,0.07,nd611,http://sideeffects.embl.de/drugs/2812
D01AC613,"Econazole",5,0.09,11,0.04,nd611,http://sideeffects.embl.de/drugs/3198
D01AC614,"Fluconazole",134,2.28,114,0.38,nd611,http://sideeffects.embl.de/drugs/3365
D01AC615,"Ketoconazole",110,1.87,51,0.17,nd611,http://sideeffects.embl.de/drugs/3823
D01AC616,"Miconazole",57,0.97,7,0.02,nd611,http://sideeffects.embl.de/drugs/4189
D01AC617,"Oxiconazole",11,0.19,8,0.03,nd611,http://sideeffects.embl.de/drugs/4623
D01AC618,"Sertaconazole",9,0.15,2,0.01,nd611,http://sideeffects.embl.de/drugs/65863
D01AC619,"Sulconazole",4,0.07,5,0.02,nd611,http://sideeffects.embl.de/drugs/5318
D01AC620,"Thiabendazole",41,0.7,4,0.01,nd611,http://sideeffects.embl.de/drugs/5430
nd621,"D01AE - Other antifungals for topical use",205,3.49,129,0.43,nd606,
D01AE622,"5-fluorocytosine",56,0.95,7,0.02,nd621,http://sideeffects.embl.de/drugs/3366
D01AE623,"Amorolfine",8,0.14,1,0.0,nd621,http://sideeffects.embl.de/drugs/2168
D01AE624,"Butenafine",5,0.09,5,0.02,nd621,http://sideeffects.embl.de/drugs/2484
D01AE625,"Ciclopirox",28,0.48,52,0.17,nd621,http://sideeffects.embl.de/drugs/2749
D01AE626,"Naftifine",16,0.27,6,0.02,nd621,http://sideeffects.embl.de/drugs/47640
D01AE627,"Salicylate",38,0.65,18,0.06,nd621,http://sideeffects.embl.de/drugs/338
D01AE628,"Selenium sulfide",2,0.03,4,0.01,nd621,http://sideeffects.embl.de/drugs/24087
D01AE629,"Terbinafine",138,2.35,36,0.12,nd621,http://sideeffects.embl.de/drugs/5402
nd630,"D01B - ANTIFUNGALS FOR SYSTEMIC USE",149,2.53,50,0.17,nd605,
nd631,"D01BA - Antifungals for systemic use",149,2.53,50,0.17,nd630,
D01BA632,"Griseofulvin",29,0.49,14,0.05,nd631,http://sideeffects.embl.de/drugs/3512
D01BA633,"Terbinafine",138,2.35,36,0.12,nd631,http://sideeffects.embl.de/drugs/5402
nd634,"D03 - PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS",11,0.19,1,0.0,nd604,
nd635,"D03A - CICATRIZANTS",11,0.19,1,0.0,nd634,
nd636,"D03AX - Other cicatrizants",11,0.19,1,0.0,nd635,
D03AX637,"Dexpanthenol",11,0.19,1,0.0,nd636,http://sideeffects.embl.de/drugs/4678
nd638,"D04 - ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",203,3.45,355,1.17,nd604,
nd639,"D04A - ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",203,3.45,355,1.17,nd638,
nd640,"D04AA - Antihistamines for topical use",101,1.72,171,0.57,nd639,
D04AA641,"Clemastine",43,0.73,6,0.02,nd640,http://sideeffects.embl.de/drugs/2781
D04AA642,"Diphenhydramine",42,0.71,26,0.09,nd640,http://sideeffects.embl.de/drugs/3100
D04AA643,"Mepyramine",1,0.02,1,0.0,nd640,http://sideeffects.embl.de/drugs/4992
D04AA644,"Promethazine",84,1.43,138,0.46,nd640,http://sideeffects.embl.de/drugs/4927
nd645,"D04AB - Anesthetics for topical use",140,2.38,184,0.61,nd639,
D04AB646,"Benzocaine",15,0.26,2,0.01,nd645,http://sideeffects.embl.de/drugs/2337
D04AB647,"Lidocaine",124,2.11,173,0.57,nd645,http://sideeffects.embl.de/drugs/3676
D04AB648,"Tetracaine",31,0.53,9,0.03,nd645,http://sideeffects.embl.de/drugs/5411
nd649,"D05 - ANTIPSORIATICS",320,5.44,92,0.3,nd604,
nd650,"D05A - ANTIPSORIATICS FOR TOPICAL USE",141,2.4,84,0.28,nd649,
nd651,"D05AD - Psoralens for topical use",39,0.66,9,0.03,nd650,
D05AD652,"8-MOP",39,0.66,9,0.03,nd651,http://sideeffects.embl.de/drugs/4114
nd653,"D05AX - Other antipsoriatics for topical use",123,2.09,75,0.25,nd650,
D05AX654,"1,25(OH)2D3",87,1.48,31,0.1,nd653,http://sideeffects.embl.de/drugs/2524
D05AX655,"Calcipotriol",17,0.29,28,0.09,nd653,http://sideeffects.embl.de/drugs/2522
D05AX656,"Tazarotene",40,0.68,16,0.05,nd653,http://sideeffects.embl.de/drugs/5381
nd657,"D05B - ANTIPSORIATICS FOR SYSTEMIC USE",249,4.23,17,0.06,nd649,
nd658,"D05BA - Psoralens for systemic use",39,0.66,9,0.03,nd657,
D05BA659,"8-MOP",39,0.66,9,0.03,nd658,http://sideeffects.embl.de/drugs/4114
nd660,"D05BB - Retinoids for treatment of psoriasis",233,3.96,8,0.03,nd657,
D05BB661,"Acitretin",233,3.96,8,0.03,nd660,http://sideeffects.embl.de/drugs/41317
nd662,"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE",621,10.56,586,1.94,nd604,
nd663,"D06A - ANTIBIOTICS FOR TOPICAL USE",293,4.98,172,0.57,nd662,
nd664,"D06AA - Tetracycline and derivatives",56,0.95,31,0.1,nd663,
D06AA665,"Demeclocycline",45,0.77,13,0.04,nd664,http://sideeffects.embl.de/drugs/51601240
D06AA666,"Oxytetracycline",27,0.46,1,0.0,nd664,http://sideeffects.embl.de/drugs/44134877
D06AA667,"Tetracycline",37,0.63,17,0.06,nd664,http://sideeffects.embl.de/drugs/25880664
nd668,"D06AX - Other antibiotics for topical use",263,4.47,141,0.47,nd663,
D06AX669,"Amikacin",26,0.44,4,0.01,nd668,http://sideeffects.embl.de/drugs/2142
D06AX670,"CAS 1405-87-4",6,0.1,7,0.02,nd668,http://sideeffects.embl.de/drugs/65281
D06AX671,"Chloramphenicol",52,0.88,9,0.03,nd668,http://sideeffects.embl.de/drugs/298
D06AX672,"Fusidic acid",55,0.94,2,0.01,nd668,http://sideeffects.embl.de/drugs/3443
D06AX673,"Gentamicin",66,1.12,58,0.19,nd668,http://sideeffects.embl.de/drugs/3467
D06AX674,"Mupirocin",41,0.7,41,0.14,nd668,http://sideeffects.embl.de/drugs/4264
D06AX675,"Neomycin",21,0.36,9,0.03,nd668,http://sideeffects.embl.de/drugs/4454
D06AX676,"Retapamulin",20,0.34,4,0.01,nd668,http://sideeffects.embl.de/drugs/6918462
D06AX677,"Rifaximin",119,2.02,7,0.02,nd668,http://sideeffects.embl.de/drugs/72111
nd678,"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE",473,8.04,414,1.37,nd662,
nd679,"D06BA - Sulfonamides",46,0.78,14,0.05,nd678,
D06BA680,"Mafenide acetate",25,0.43,3,0.01,nd679,http://sideeffects.embl.de/drugs/3998
D06BA681,"Silver sulfadiazine",23,0.39,10,0.03,nd679,http://sideeffects.embl.de/drugs/5214
D06BA682,"Sulfonamide",2,0.03,1,0.0,nd679,http://sideeffects.embl.de/drugs/5333
nd683,"D06BB - Antivirals",347,5.9,245,0.81,nd678,
D06BB684,"Acyclovir",150,2.55,180,0.6,nd683,http://sideeffects.embl.de/drugs/2022
D06BB685,"IdUrd",5,0.09,1,0.0,nd683,http://sideeffects.embl.de/drugs/3687
D06BB686,"Imiquimod",234,3.98,31,0.1,nd683,http://sideeffects.embl.de/drugs/57469
D06BB687,"Penciclovir",51,0.87,22,0.07,nd683,http://sideeffects.embl.de/drugs/4725
D06BB688,"Podophyllotoxin",38,0.65,10,0.03,nd683,http://sideeffects.embl.de/drugs/4865
D06BB689,"Tadenan",6,0.1,1,0.0,nd683,http://sideeffects.embl.de/drugs/12620
nd690,"D06BX - Other chemotherapeutics",212,3.61,155,0.51,nd678,
D06BX691,"Metronidazole",212,3.61,155,0.51,nd690,http://sideeffects.embl.de/drugs/4173
nd692,"D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",598,10.17,787,2.6,nd604,
nd693,"D07A - CORTICOSTEROIDS, PLAIN",598,10.17,787,2.6,nd692,
nd694,"D07AA - Corticosteroids, weak (group I)",261,4.44,233,0.77,nd693,
D07AA695,"Cortisol",197,3.35,113,0.37,nd694,http://sideeffects.embl.de/drugs/3640
D07AA696,"Methylprednisolone",192,3.27,72,0.24,nd694,http://sideeffects.embl.de/drugs/4159
D07AA697,"Prednisolone",109,1.85,48,0.16,nd694,http://sideeffects.embl.de/drugs/4894
nd698,"D07AB - Corticosteroids, moderately potent (group II)",301,5.12,206,0.68,nd693,
D07AB699,"Alclometasone",12,0.2,6,0.02,nd698,http://sideeffects.embl.de/drugs/4630253
D07AB700,"Clobetasone butyrate",33,0.56,3,0.01,nd698,http://sideeffects.embl.de/drugs/2792
D07AB701,"Clocortolone",11,0.19,3,0.01,nd698,http://sideeffects.embl.de/drugs/20969
D07AB702,"Desonide",46,0.78,19,0.06,nd698,http://sideeffects.embl.de/drugs/12536
D07AB703,"Dexamethasone",215,3.66,124,0.41,nd698,http://sideeffects.embl.de/drugs/3003
D07AB704,"Flumethasone",11,0.19,12,0.04,nd698,http://sideeffects.embl.de/drugs/3375
D07AB705,"Fluorometholone",35,0.6,7,0.02,nd698,http://sideeffects.embl.de/drugs/3384
D07AB706,"Hydrocortisone butyrate",19,0.32,3,0.01,nd698,http://sideeffects.embl.de/drugs/3642
D07AB707,"Triamcinolone",150,2.55,29,0.1,nd698,http://sideeffects.embl.de/drugs/5544
nd708,"D07AC - Corticosteroids, potent (group III)",519,8.83,412,1.36,nd693,
D07AC709,"Amcinonide",19,0.32,6,0.02,nd708,http://sideeffects.embl.de/drugs/2133
D07AC710,"Beclomethasone dipropionate",39,0.66,5,0.02,nd708,http://sideeffects.embl.de/drugs/2307
D07AC711,"Budesonide",206,3.5,71,0.23,nd708,http://sideeffects.embl.de/drugs/2462
D07AC712,"Desoximetasone",27,0.46,27,0.09,nd708,http://sideeffects.embl.de/drugs/3000
D07AC713,"Dexamethasone",215,3.66,124,0.41,nd708,http://sideeffects.embl.de/drugs/3003
D07AC714,"Epitopic",40,0.68,3,0.01,nd708,http://sideeffects.embl.de/drugs/3060
D07AC715,"Flumethasone",11,0.19,12,0.04,nd708,http://sideeffects.embl.de/drugs/3375
D07AC716,"Fluocinolone acetonide",128,2.18,36,0.12,nd708,http://sideeffects.embl.de/drugs/3381
D07AC717,"Fluocinonide",38,0.65,36,0.12,nd708,http://sideeffects.embl.de/drugs/3382
D07AC718,"Flurandrenolone",14,0.24,3,0.01,nd708,http://sideeffects.embl.de/drugs/3392
D07AC719,"Fluticasone",197,3.35,47,0.16,nd708,http://sideeffects.embl.de/drugs/62924
D07AC720,"Mometasone",93,1.58,34,0.11,nd708,http://sideeffects.embl.de/drugs/123620
D07AC721,"Prednicarbate",20,0.34,8,0.03,nd708,http://sideeffects.embl.de/drugs/52421
nd722,"D07AD - Corticosteroids, very potent (group IV)",78,1.33,72,0.24,nd693,
D07AD723,"Clobetasol",68,1.16,62,0.2,nd722,http://sideeffects.embl.de/drugs/32797
D07AD724,"Halcinonide",25,0.43,10,0.03,nd722,http://sideeffects.embl.de/drugs/3553
nd725,"D07X - CORTICOSTEROIDS, OTHER COMBINATIONS",348,5.92,394,1.3,nd692,
nd726,"D07XA - Corticosteroids, weak, other combinations",217,3.69,161,0.53,nd725,
D07XA727,"Cortisol",197,3.35,113,0.37,nd726,http://sideeffects.embl.de/drugs/3640
D07XA728,"Prednisolone",109,1.85,48,0.16,nd726,http://sideeffects.embl.de/drugs/4894
nd729,"D07XB - Corticosteroids, moderately potent, other combinations",273,4.64,172,0.57,nd725,
D07XB730,"Dexamethasone",215,3.66,124,0.41,nd729,http://sideeffects.embl.de/drugs/3003
D07XB731,"Flumethasone",11,0.19,12,0.04,nd729,http://sideeffects.embl.de/drugs/3375
D07XB732,"Fluorometholone",35,0.6,7,0.02,nd729,http://sideeffects.embl.de/drugs/3384
D07XB733,"Triamcinolone",150,2.55,29,0.1,nd729,http://sideeffects.embl.de/drugs/5544
nd734,"D07XC - Corticosteroids, potent, other combinations",280,4.76,185,0.61,nd725,
D07XC735,"Desoximetasone",27,0.46,27,0.09,nd734,http://sideeffects.embl.de/drugs/3000
D07XC736,"Dexamethasone",215,3.66,124,0.41,nd734,http://sideeffects.embl.de/drugs/3003
D07XC737,"Mometasone",93,1.58,34,0.11,nd734,http://sideeffects.embl.de/drugs/123620
nd738,"D08 - ANTISEPTICS AND DISINFECTANTS",64,1.09,22,0.07,nd604,
nd739,"D08A - ANTISEPTICS AND DISINFECTANTS",64,1.09,22,0.07,nd738,
nd740,"D08AC - Biguanides and amidines",52,0.88,18,0.06,nd739,
D08AC741,"Chlorhexidine",52,0.88,18,0.06,nd740,http://sideeffects.embl.de/drugs/2713
nd742,"D08AE - Phenol and derivatives",4,0.07,3,0.01,nd739,
D08AE743,"Hexachlorophene",3,0.05,2,0.01,nd742,http://sideeffects.embl.de/drugs/3598
D08AE744,"Triclosan",1,0.02,1,0.0,nd742,http://sideeffects.embl.de/drugs/5564
nd745,"D08AL - Silver compounds",11,0.19,1,0.0,nd739,
D08AL746,"Silver nanoparticles",11,0.19,1,0.0,nd745,http://sideeffects.embl.de/drugs/23954
nd747,"D09 - MEDICATED DRESSINGS",111,1.89,30,0.1,nd604,
nd748,"D09A - MEDICATED DRESSINGS",111,1.89,30,0.1,nd747,
nd749,"D09AA - Medicated dressings with antiinfectives",111,1.89,30,0.1,nd748,
D09AA750,"Chlorhexidine",52,0.88,18,0.06,nd749,http://sideeffects.embl.de/drugs/2713
D09AA751,"Fusidic acid",55,0.94,2,0.01,nd749,http://sideeffects.embl.de/drugs/3443
D09AA752,"Neomycin",21,0.36,9,0.03,nd749,http://sideeffects.embl.de/drugs/4454
D09AA753,"Triclosan",1,0.02,1,0.0,nd749,http://sideeffects.embl.de/drugs/5564
nd754,"D10 - ANTI-ACNE PREPARATIONS",709,12.06,606,2.0,nd604,
nd755,"D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE",709,12.06,606,2.0,nd754,
nd756,"D10AA - Corticosteroids, combinations for treatment of acne",286,4.86,203,0.67,nd755,
D10AA757,"Dexamethasone",215,3.66,124,0.41,nd756,http://sideeffects.embl.de/drugs/3003
D10AA758,"Fluorometholone",35,0.6,7,0.02,nd756,http://sideeffects.embl.de/drugs/3384
D10AA759,"Methylprednisolone",192,3.27,72,0.24,nd756,http://sideeffects.embl.de/drugs/4159
nd760,"D10AD - Retinoids for topical use in acne",422,7.18,136,0.45,nd755,
D10AD761,"Adapalene",49,0.83,23,0.08,nd760,http://sideeffects.embl.de/drugs/60164
D10AD762,"Retinoic acid",399,6.79,112,0.37,nd760,http://sideeffects.embl.de/drugs/5538
D10AD763,"Retinol",2,0.03,1,0.0,nd760,http://sideeffects.embl.de/drugs/1071
nd764,"D10AE - Peroxides",17,0.29,20,0.07,nd755,
D10AE765,"Benzoyl",17,0.29,20,0.07,nd764,http://sideeffects.embl.de/drugs/7187
nd766,"D10AF - Antiinfectives for treatment of acne",210,3.57,230,0.76,nd755,
D10AF767,"Chloramphenicol",52,0.88,9,0.03,nd766,http://sideeffects.embl.de/drugs/298
D10AF768,"Clindamycin",145,2.47,118,0.39,nd766,http://sideeffects.embl.de/drugs/2786
D10AF769,"Erythromycin",58,0.99,103,0.34,nd766,http://sideeffects.embl.de/drugs/3255
nd770,"D10AX - Other anti-acne preparations for topical use",62,1.05,17,0.06,nd755,
D10AX771,"Azelaic acid",23,0.39,9,0.03,nd770,http://sideeffects.embl.de/drugs/2266
D10AX772,"Dapsone",43,0.73,8,0.03,nd770,http://sideeffects.embl.de/drugs/2955
nd773,"D10B - ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE",399,6.79,112,0.37,nd754,
nd774,"D10BA - Retinoids for treatment of acne",399,6.79,112,0.37,nd773,
D10BA775,"Retinoic acid",399,6.79,112,0.37,nd774,http://sideeffects.embl.de/drugs/5538
nd776,"D11 - OTHER DERMATOLOGICAL PREPARATIONS",928,15.78,463,1.53,nd604,
nd777,"D11A - OTHER DERMATOLOGICAL PREPARATIONS",928,15.78,463,1.53,nd776,
nd778,"D11AC - Medicated shampoos",2,0.03,1,0.0,nd777,
D11AC779,"Selenium",2,0.03,1,0.0,nd778,http://sideeffects.embl.de/drugs/6326970
nd780,"D11AH - Agents for dermatitis, excluding corticosteroids",601,10.22,89,0.29,nd777,
D11AH781,"Pimecrolimus",110,1.87,10,0.03,nd780,http://sideeffects.embl.de/drugs/3055172
D11AH782,"Sodium cromoglycate",99,1.68,20,0.07,nd780,http://sideeffects.embl.de/drugs/2881
D11AH783,"Tacrolimus",528,8.98,59,0.2,nd780,http://sideeffects.embl.de/drugs/5372
nd784,"D11AX - Other dermatologicals",631,10.73,373,1.23,nd777,
D11AX785,"DFMO",50,0.85,3,0.01,nd784,http://sideeffects.embl.de/drugs/3009
D11AX786,"Diclofenac",367,6.24,165,0.55,nd784,http://sideeffects.embl.de/drugs/3032
D11AX787,"Finasteride",46,0.78,63,0.21,nd784,http://sideeffects.embl.de/drugs/3350
D11AX788,"Minoxidil",37,0.63,18,0.06,nd784,http://sideeffects.embl.de/drugs/4201
D11AX789,"Monobenzone",3,0.05,1,0.0,nd784,http://sideeffects.embl.de/drugs/7638
D11AX790,"Quinol",5,0.09,11,0.04,nd784,http://sideeffects.embl.de/drugs/785
D11AX791,"Retinoic acid",399,6.79,112,0.37,nd784,http://sideeffects.embl.de/drugs/5538
nd792,"G - GENITO URINARY SYSTEM AND SEX HORMONES",1673,28.45,2078,6.87,null,
nd793,"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS",591,10.05,547,1.81,nd792,
nd794,"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",591,10.05,547,1.81,nd793,
nd795,"G01AA - Antibiotics",442,7.52,192,0.63,nd794,
G01AA796,"Amphotericin B",301,5.12,10,0.03,nd795,http://sideeffects.embl.de/drugs/1972
G01AA797,"Chloramphenicol",52,0.88,9,0.03,nd795,http://sideeffects.embl.de/drugs/298
G01AA798,"Clindamycin",145,2.47,118,0.39,nd795,http://sideeffects.embl.de/drugs/2786
G01AA799,"Natamycin",12,0.2,2,0.01,nd795,http://sideeffects.embl.de/drugs/441382
G01AA800,"Nystatin",21,0.36,52,0.17,nd795,http://sideeffects.embl.de/drugs/4568
G01AA801,"Oxytetracycline",27,0.46,1,0.0,nd795,http://sideeffects.embl.de/drugs/44134877
nd802,"G01AD - Organic acids",16,0.27,22,0.07,nd794,
G01AD803,"Acetate",5,0.09,11,0.04,nd802,http://sideeffects.embl.de/drugs/175
G01AD804,"Ascorbate",3,0.05,3,0.01,nd802,http://sideeffects.embl.de/drugs/11020241
G01AD805,"Lactate",9,0.15,8,0.03,nd802,http://sideeffects.embl.de/drugs/612
nd806,"G01AF - Imidazole derivatives",298,5.07,256,0.85,nd794,
G01AF807,"Butoconazole",6,0.1,3,0.01,nd806,http://sideeffects.embl.de/drugs/47471
G01AF808,"Clotrimazole",21,0.36,21,0.07,nd806,http://sideeffects.embl.de/drugs/2812
G01AF809,"Econazole",5,0.09,11,0.04,nd806,http://sideeffects.embl.de/drugs/3198
G01AF810,"Ketoconazole",110,1.87,51,0.17,nd806,http://sideeffects.embl.de/drugs/3823
G01AF811,"Metronidazole",212,3.61,155,0.51,nd806,http://sideeffects.embl.de/drugs/4173
G01AF812,"Miconazole",57,0.97,7,0.02,nd806,http://sideeffects.embl.de/drugs/4189
G01AF813,"Oxiconazole",11,0.19,8,0.03,nd806,http://sideeffects.embl.de/drugs/4623
nd814,"G01AG - Triazole derivatives",23,0.39,25,0.08,nd794,
G01AG815,"Terconazole",23,0.39,25,0.08,nd814,http://sideeffects.embl.de/drugs/5404
nd816,"G01AX - Other antiinfectives and antiseptics",28,0.48,52,0.17,nd794,
G01AX817,"Ciclopirox",28,0.48,52,0.17,nd816,http://sideeffects.embl.de/drugs/2749
nd818,"G02 - OTHER GYNECOLOGICALS",602,10.24,445,1.47,nd792,
nd819,"G02A - UTEROTONICS",204,3.47,54,0.18,nd818,
nd820,"G02AB - Ergot alkaloids",50,0.85,19,0.06,nd819,
G02AB821,"Ergonovine",34,0.58,1,0.0,nd820,http://sideeffects.embl.de/drugs/3250
G02AB822,"Methylergometrine",36,0.61,18,0.06,nd820,http://sideeffects.embl.de/drugs/4140
nd823,"G02AD - Prostaglandins",180,3.06,35,0.12,nd819,
G02AD824,"Carboprost",67,1.14,1,0.0,nd823,http://sideeffects.embl.de/drugs/441332
G02AD825,"Gemeprost",24,0.41,1,0.0,nd823,http://sideeffects.embl.de/drugs/3462
G02AD826,"Misoprostol",99,1.68,22,0.07,nd823,http://sideeffects.embl.de/drugs/42955
G02AD827,"PGE2",79,1.34,9,0.03,nd823,http://sideeffects.embl.de/drugs/158
G02AD828,"Prostaglandin",24,0.41,2,0.01,nd823,http://sideeffects.embl.de/drugs/160
nd829,"G02C - OTHER GYNECOLOGICALS",518,8.81,391,1.29,nd818,
nd830,"G02CB - Prolactine inhibitors",214,3.64,33,0.11,nd829,
G02CB831,"Bromocriptine",146,2.48,16,0.05,nd830,http://sideeffects.embl.de/drugs/2443
G02CB832,"Cabergoline",112,1.9,16,0.05,nd830,http://sideeffects.embl.de/drugs/2512
G02CB833,"Lisuride",59,1.0,1,0.0,nd830,http://sideeffects.embl.de/drugs/3938
nd834,"G02CC - Antiinflammatory products for vaginal administration",411,6.99,355,1.17,nd829,
G02CC835,"Benzydamine",9,0.15,1,0.0,nd834,http://sideeffects.embl.de/drugs/12555
G02CC836,"Ibuprofen",282,4.8,166,0.55,nd834,http://sideeffects.embl.de/drugs/3672
G02CC837,"Naproxen",302,5.14,188,0.62,nd834,http://sideeffects.embl.de/drugs/1301
nd838,"G02CX - Other gynecologicals",28,0.48,3,0.01,nd829,
G02CX839,"Atosiban",28,0.48,3,0.01,nd838,http://sideeffects.embl.de/drugs/68613
nd840,"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",1033,17.57,468,1.55,nd792,
nd841,"G03A - HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE",358,6.09,121,0.4,nd840,
nd842,"G03AC - Progestogens",358,6.09,121,0.4,nd841,
G03AC843,"Desogestrel",40,0.68,1,0.0,nd842,http://sideeffects.embl.de/drugs/40973
G03AC844,"Implanon",120,2.04,6,0.02,nd842,http://sideeffects.embl.de/drugs/40976
G03AC845,"Levonorgestrel",192,3.27,24,0.08,nd842,http://sideeffects.embl.de/drugs/4542
G03AC846,"Medroxyprogesterone",168,2.86,34,0.11,nd842,http://sideeffects.embl.de/drugs/10631
G03AC847,"Megestrol",76,1.29,28,0.09,nd842,http://sideeffects.embl.de/drugs/19090
G03AC848,"Norethisterone",89,1.51,28,0.09,nd842,http://sideeffects.embl.de/drugs/4536
nd849,"G03B - ANDROGENS",367,6.24,68,0.22,nd840,
nd850,"G03BA - 3-oxoandrosten (4) derivatives",367,6.24,68,0.22,nd849,
G03BA851,"Fluoxymesterone",24,0.41,2,0.01,nd850,http://sideeffects.embl.de/drugs/3387
G03BA852,"Methyltestosterone",22,0.37,3,0.01,nd850,http://sideeffects.embl.de/drugs/4160
G03BA853,"Testosterone",366,6.22,63,0.21,nd850,http://sideeffects.embl.de/drugs/5408
nd854,"G03C - ESTROGENS",424,7.21,164,0.54,nd840,
nd855,"G03CA - Natural and semisynthetic estrogens, plain",417,7.09,161,0.53,nd854,
G03CA856,"Conjugated estrogens",145,2.47,23,0.08,nd855,http://sideeffects.embl.de/drugs/27993
G03CA857,"Estradiol",404,6.87,131,0.43,nd855,http://sideeffects.embl.de/drugs/450
G03CA858,"Estriol",27,0.46,6,0.02,nd855,http://sideeffects.embl.de/drugs/3269
G03CA859,"Estrone",59,1.0,1,0.0,nd855,http://sideeffects.embl.de/drugs/698
nd860,"G03CC - Estrogens, combinations with other drugs",73,1.24,7,0.02,nd854,
G03CC861,"Estriol",27,0.46,6,0.02,nd860,http://sideeffects.embl.de/drugs/3269
G03CC862,"Estrone",59,1.0,1,0.0,nd860,http://sideeffects.embl.de/drugs/698
nd863,"G03CX - Other estrogens",48,0.82,3,0.01,nd854,
G03CX864,"Tibolone",48,0.82,3,0.01,nd863,http://sideeffects.embl.de/drugs/5470
nd865,"G03D - PROGESTOGENS",392,6.67,123,0.41,nd840,
nd866,"G03DA - Pregnen (4) derivatives",345,5.87,67,0.22,nd865,
G03DA867,"17-hydroxyprogesterone",43,0.73,1,0.0,nd866,http://sideeffects.embl.de/drugs/6238
G03DA868,"Medroxyprogesterone",168,2.86,34,0.11,nd866,http://sideeffects.embl.de/drugs/10631
G03DA869,"Progesterone",275,4.68,32,0.11,nd866,http://sideeffects.embl.de/drugs/4920
nd870,"G03DB - Pregnadien derivatives",76,1.29,28,0.09,nd865,
G03DB871,"Megestrol",76,1.29,28,0.09,nd870,http://sideeffects.embl.de/drugs/19090
nd872,"G03DC - Estren derivatives",89,1.51,28,0.09,nd865,
G03DC873,"Norethisterone",89,1.51,28,0.09,nd872,http://sideeffects.embl.de/drugs/4536
nd874,"G03E - ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION",22,0.37,3,0.01,nd840,
nd875,"G03EK - Androgens and female sex hormones in combination with other drugs",22,0.37,3,0.01,nd874,
G03EK876,"Methyltestosterone",22,0.37,3,0.01,nd875,http://sideeffects.embl.de/drugs/4160
nd877,"G03G - GONADOTROPINS AND OTHER OVULATION STIMULANTS",377,6.41,59,0.2,nd840,
nd878,"G03GA - Gonadotropins",236,4.01,49,0.16,nd877,
G03GA879,"Metrodin",236,4.01,49,0.16,nd878,http://sideeffects.embl.de/drugs/62819
nd880,"G03GB - Ovulation stimulants, synthetic",204,3.47,10,0.03,nd877,
